sid,scaden_epi,scaden_lymph,scaden_conn,epi_pan_neo,inflam,connective,dead,epi_pan_non_neo,epi_pan_perc,inflam_perc,connective_perc,dead_perc,epi_mon,lymph,macro,neutro,epi_mon_perc,lymph_perc,macro_perc,neutro_perc,epi_manual,lymph_manual,combined_neo_epi,combined_inflam,combined_conn,combined_dead,combined_epi_non_neo,combined_mon_unique_epi,combined_lymph,combined_macro,combined_neutro,combined_epi_perc,combined_inflam_perc,combined_conn_perc,combined_dead_perc,combined_lymph_perc,combined_macro_perc,combined_neutro_perc,scaden_own_epi,scaden_own_lymph
s_60,49.6289512,5.7520399,18.6797784,209992,1713,225494,465,7399,48.845,0.3849,50.6656,0.1045,140897,8942,4057,189,91.44,5.8,2.63,0.12,60,1,230154,9568,202859,597,1885,5951,107,1600,4,52.5683,2.1134,44.8084,0.1319,0.0236,0.3534,0.0009,41.5037096,5.1486244
s_61,50.8991367,5.5036994,17.8303868,101429,904,110261,404,4849,48.7856,0.415,50.614,0.1855,65953,3991,3075,122,90.17,5.46,4.2,0.17,70,1,110639,4361,101158,488,1201,2469,39,1339,8,51.5598,1.9671,45.6279,0.2201,0.0176,0.604,0.0036,41.1451773,5.6743922
s_62,46.0064814,5.7081582,21.090962,58685,721,79427,153,2402,43.2052,0.5099,56.1766,0.1082,42705,3328,2321,50,88.23,6.88,4.8,0.1,40,0,66457,3531,70649,181,570,2350,42,750,2,48.0011,2.4431,48.8812,0.1252,0.0291,0.5189,0.0014,38.329821,5.067257
s_63,50.3153637,5.9112765,17.6884664,119713,1740,98140,387,2968,55.0267,0.7805,44.0192,0.1736,84536,7177,3918,115,88.29,7.5,4.09,0.12,70,0,132049,7610,82045,464,780,3838,75,1366,3,59.8813,3.3344,35.9484,0.2033,0.0329,0.5985,0.0013,40.4181696,5.8908059
s_64,51.9927775,5.3810256,17.5947731,130691,1153,122751,418,5111,52.2066,0.4433,47.1894,0.1607,95395,4324,2412,121,93.29,4.23,2.36,0.12,70,0,144121,4756,109287,489,1471,3430,48,998,4,56.3189,1.7974,41.3021,0.1848,0.0181,0.3772,0.0015,42.1308622,5.481683
s_68,50.343989,5.6852518,18.2971795,60883,609,80014,568,2632,43.8924,0.4209,55.2942,0.3925,30556,2266,1362,66,89.21,6.62,3.98,0.19,60,1,68583,2508,71872,597,1146,1498,21,670,7,48.4861,1.7073,48.9251,0.4064,0.0143,0.4561,0.0048,41.0369183,5.5830819
s_69,54.1456662,5.3170371,16.1809887,135016,681,99271,435,9076,58.9384,0.2786,40.6051,0.1779,64063,2773,2432,181,92.24,3.99,3.5,0.26,70,0,147390,3028,88765,591,4705,3439,42,1006,22,62.4665,1.2161,35.6503,0.2374,0.0169,0.404,0.0088,42.478818,5.9784068
s_7,49.5856061,5.7149741,18.4579239,100869,1323,104973,745,3232,49.3038,0.6266,49.7168,0.3528,70165,4302,6034,113,87.04,5.34,7.49,0.14,50,0,110589,4815,93938,804,996,3536,56,2933,10,52.8862,2.212,43.1548,0.3694,0.0257,1.3474,0.0046,39.906421,5.7387621
s_70,55.1634124,4.9896163,15.9397242,140826,406,102425,308,7468,58.9795,0.1615,40.7365,0.1225,81051,1720,1936,55,95.62,2.03,2.28,0.06,70,0,151021,1890,95314,343,2865,3950,12,906,2,61.5818,0.7374,37.188,0.1338,0.0047,0.3535,0.0008,44.757305,5.3261723
s_71,56.7383024,4.9422618,15.1419336,129012,2314,141325,3385,6433,47.9504,0.8192,50.032,1.1984,75645,5086,5312,264,87.65,5.89,6.15,0.31,70,0,138674,5974,132523,3380,1918,2305,77,2070,40,49.7967,2.0818,46.1815,1.1779,0.0268,0.7214,0.0139,45.9031567,5.4938009
s_72,52.145455,5.4546202,17.7080421,94784,1434,152594,1401,3412,38.717,0.5654,60.1652,0.5524,53913,3000,3399,127,89.2,4.96,5.62,0.21,40,0,102977,3735,144234,1481,1198,2566,39,1554,4,41.4065,1.4489,55.9506,0.5745,0.0151,0.6028,0.0016,41.961793,5.744102
s_74,51.0993325,5.4158146,17.8512749,46514,385,52749,243,552,46.8584,0.3833,52.5164,0.2419,20393,786,1374,60,90.18,3.48,6.08,0.27,50,0,48266,958,50686,275,258,1388,23,895,18,48.5681,0.9322,49.3213,0.2676,0.0224,0.8709,0.0175,41.625598,5.8496605
s_75,46.8222286,5.8135455,19.1529806,152503,1829,136758,747,6573,53.3079,0.6129,45.8289,0.2503,118080,7278,5145,332,90.25,5.56,3.93,0.25,50,1,171616,7914,116134,964,1782,5504,78,1917,12,58.4798,2.5869,37.9621,0.3151,0.0255,0.6266,0.0039,38.854255,5.1920313
s_76,49.0609256,5.8483223,18.574508,211089,1881,176507,811,8898,55.1089,0.4712,44.2167,0.2032,140576,6259,7191,130,91.19,4.06,4.66,0.08,60,0,231309,6834,157447,864,2732,8426,121,3640,14,58.9389,1.6612,38.2722,0.21,0.0294,0.8848,0.0034,41.0643669,5.2312158
s_78,37.659441,6.9692084,23.3617211,53550,1230,74099,346,2231,42.4332,0.9357,56.3679,0.2632,36210,3436,2367,238,85.7,8.13,5.6,0.56,40,1,60942,3913,65262,587,752,2061,63,1171,22,47.3055,2.9034,48.4236,0.4355,0.0467,0.8689,0.0163,32.8388396,4.9580038
s_79,49.8387292,5.373074,18.333888,72116,1599,81637,531,2108,46.9799,1.0121,51.6719,0.3361,35952,2420,3596,514,84.63,5.7,8.46,1.21,50,0,76798,2949,76191,1043,1010,1777,127,2178,68,49.0838,1.8188,46.9906,0.6433,0.0783,1.3433,0.0419,39.4534384,5.558938
s_8,54.218598,5.0580484,16.5378918,76518,306,57629,191,1779,57.3928,0.2243,42.2429,0.14,49558,1291,1245,30,95.08,2.48,2.39,0.06,60,0,80991,1383,53372,194,483,2723,14,594,2,60.2457,0.9896,38.1894,0.1388,0.01,0.425,0.0014,43.8789804,5.3168159
s_80,54.1983937,5.1930414,16.220543,77035,238,51311,53,4504,61.2426,0.1788,38.5388,0.0398,50525,1093,1128,41,95.71,2.07,2.14,0.08,60,0,84085,1172,45979,81,1824,3321,9,563,1,65.1148,0.8553,33.5527,0.0591,0.0066,0.4108,0.0007,43.2326736,5.6176239
s_81,46.4944552,6.1666803,19.8032582,113237,589,56246,290,2361,66.9268,0.341,32.5643,0.1679,51426,1427,2178,230,93.06,2.58,3.94,0.42,50,0,116863,1657,52529,522,1152,3504,21,1014,15,68.5475,0.9347,29.631,0.2945,0.0118,0.572,0.0085,39.2520804,5.3926628
s_82,46.5508397,5.9799009,19.8897152,139655,935,169285,293,9214,46.6116,0.2928,53.0039,0.0917,95548,4302,1075,187,94.5,4.25,1.06,0.18,40,1,156367,4651,154748,474,3142,4662,38,452,4,50.5861,1.4331,47.6826,0.1461,0.0117,0.1393,0.0012,38.4960707,4.9760891
s_83,50.622701,5.6438345,18.2312002,41336,423,57711,317,604,41.7767,0.4214,57.4862,0.3158,16177,1157,592,39,90.05,6.44,3.3,0.22,60,1,44269,1333,54225,345,219,932,14,256,1,44.7074,1.3121,53.3742,0.3396,0.0138,0.252,0.001,39.653217,5.5393247
s_84,53.961854,5.2201673,16.6202342,107771,394,52030,337,2986,67.7338,0.241,31.8191,0.2061,58575,946,1045,63,96.61,1.56,1.72,0.1,50,0,111102,1134,49897,387,998,2243,10,517,1,68.7616,0.6819,30.0062,0.2327,0.006,0.3109,0.0006,42.9601862,5.7119003
s_85,53.2632759,5.4362552,16.5065423,279538,1927,166025,1017,6636,62.8756,0.4234,36.4775,0.2234,152069,6146,9088,233,90.77,3.67,5.42,0.14,60,1,293662,6752,151731,1107,1891,7721,72,4278,22,64.9081,1.4451,32.4742,0.2369,0.0154,0.9156,0.0047,42.9509635,5.738183
s_86,51.3413205,5.5623709,17.4797291,146234,1142,93639,472,3106,61.0565,0.4669,38.2836,0.193,78723,4092,6100,276,88.26,4.59,6.84,0.31,60,1,154702,4437,83848,666,940,4262,40,3066,18,63.4593,1.7609,33.2758,0.2643,0.0159,1.2168,0.0071,41.3550006,5.7023917
s_87,52.2960171,5.511338,17.198413,102610,1423,78566,868,1950,56.3918,0.7675,42.3726,0.4681,45785,1973,9740,31,79.59,3.43,16.93,0.05,70,0,104597,2423,77005,761,631,2887,40,5026,3,55.9101,1.253,39.822,0.3935,0.0207,2.5991,0.0016,42.6811708,5.7534808
s_88,47.8086355,5.8654624,19.1639334,159424,2522,177915,991,8922,48.1299,0.721,50.8657,0.2833,127500,9221,8599,160,87.64,6.34,5.91,0.11,50,0,180632,10043,155852,1047,2200,5822,101,3203,8,52.5633,2.7982,43.4239,0.2917,0.0281,0.8924,0.0022,39.4544711,5.2833539
s_89,50.6306055,5.5202765,18.3288934,45549,1064,33229,673,371,56.7713,1.3154,41.0813,0.832,30348,1558,2051,93,89.13,4.58,6.02,0.27,70,0,47883,1981,30264,644,114,1430,78,864,28,59.3461,2.3786,36.3374,0.7732,0.0937,1.0374,0.0336,39.9048765,5.8346944
s_9,45.5704107,6.255666,19.9626955,252721,2643,262622,594,11990,49.8918,0.4981,49.4981,0.112,215210,18784,5031,146,89.98,7.85,2.1,0.06,60,1,290703,19360,217624,661,2222,8975,166,1627,14,55.7678,3.5762,40.2001,0.1221,0.0307,0.3005,0.0026,38.0960527,5.19442
s_91,47.839589,5.7425704,18.4629771,135631,2033,146699,1124,8088,48.9548,0.6925,49.9699,0.3829,101897,5737,2940,205,91.98,5.18,2.65,0.19,50,0,149298,6554,134289,1199,2235,4155,81,1294,16,52.0485,2.1911,44.8945,0.4008,0.0271,0.4326,0.0053,39.9362024,5.1890174
s_92,52.9858029,5.5577488,16.4056039,197927,2137,91277,998,4505,68.1947,0.7199,30.7491,0.3362,141751,5522,6778,349,91.81,3.58,4.39,0.23,70,0,212225,6082,76370,1210,957,6364,106,2786,33,71.7159,1.9867,24.9467,0.3953,0.0346,0.9101,0.0108,42.848753,5.6476666
s_93,51.143395,5.2553898,17.4423758,218001,1405,180016,434,18872,56.5697,0.3355,42.9912,0.1036,186176,5181,3618,173,95.4,2.65,1.85,0.09,50,0,244106,5708,163685,565,4664,6693,70,2110,15,59.7412,1.3348,38.2785,0.1321,0.0164,0.4934,0.0035,42.5911954,5.3537046
s_94,52.9068408,5.6240265,16.8213879,172442,681,111830,262,6446,61.3342,0.2335,38.3425,0.0898,121367,3537,4080,49,94.06,2.74,3.16,0.04,60,0,189159,3767,96836,263,1636,5851,47,1696,7,65.7103,1.2588,32.3583,0.0879,0.0157,0.5667,0.0023,43.453399,5.7120043
s_95,49.9413932,5.6888373,18.0897527,108578,1313,121538,220,11097,49.3005,0.5409,50.068,0.0906,97213,5049,2091,288,92.9,4.83,2,0.28,50,0,128717,5464,105181,486,2898,4678,64,732,8,54.9064,2.2012,42.3727,0.1958,0.0258,0.2949,0.0032,41.7252755,5.2308884
s_96,51.3012148,5.7870816,17.5042796,131366,2276,137760,761,9210,49.9607,0.8089,48.9599,0.2705,100645,8135,3719,102,89.38,7.22,3.3,0.09,70,0,152311,8722,117305,792,2243,4769,97,1710,6,55.3291,3.0289,40.7373,0.275,0.0337,0.5938,0.0021,41.1424494,5.9120056
s_97,49.9328762,5.3136746,18.6006172,71175,5643,96804,4681,5200,41.6206,3.0752,52.7534,2.5509,61712,5122,4746,298,85.86,7.13,6.6,0.41,50,0,83018,6704,88490,4269,1022,3610,85,1780,16,46.3771,3.5472,46.8216,2.2588,0.045,0.9418,0.0085,41.739239,5.2523101
s_98,49.6262976,5.2821056,18.3504012,262700,4921,245369,1102,49832,55.4209,0.8726,43.511,0.1954,233618,20845,2632,219,90.79,8.1,1.02,0.09,50,0,303679,22163,223307,1156,13619,6927,275,823,4,56.6874,3.875,39.0429,0.2021,0.0481,0.1439,0.0007,42.6624507,4.944633
